Marker	g00	Gene	One	Two	Three	Four	Goterms	KO	Function
pacnes16:g002355:G000521385:JCM18909_1688__GAE68542.1_1	g002355	2355	267747.PPA2315	2.50E-84	317	GPSA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K00057	Glycerol-3-phosphate dehydrogenase
pacnes16:g003911:G001297145:AK827_RS01945__WP_054174118.1_1	g003911	3911	1133850.SHJG_0358	4.20E-31	140.2	YDIF		K19350	ABC transporter
pacnes16:g003385:G000521445:JCM18920_276__GAE78752.1_1	g003385	3385	1032480.MLP_41760	1.70E-11	75.1	YGGP			Rhomboid family
pacnes16:g002438:G000521385:JCM18909_2464__GAE69266.1_1	g002438	2438	1051006.HMPREF1162_1319	3.70E-59	233.4				Rhodanese domain protein
pacnes16:g000513:G000144485:HMPREF9581_RS10310__WP_002514629.1_1	g000513	513	267747.PPA2184	2.90E-117	426.4	UPP	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K00761	Catalyzes the conversion of uracil and 5-phospho-alpha- D-ribose 1-diphosphate (PRPP) to UMP and diphosphate (By similarity)
pacnes16:g001305:G000147145:HMPREF9580_RS00585__WP_002516727.1_1	g001305	1305	267747.PPA0516	7.20E-132	474.9	DMSB	"GO:0003674,GO:0005488,GO:0005506,GO:0005575,GO:0005623,GO:0006091,GO:0008150,GO:0008152,GO:0009061,GO:0009390,GO:0009987,GO:0015980,GO:0032991,GO:0043167,GO:0043169,GO:0043234,GO:0044237,GO:0044464,GO:0044710,GO:0045333,GO:0046872,GO:0046914,GO:0051536,GO:0051539,GO:0051540,GO:0055114"	"K07307,K07311"	reductase subunit B
pacnes16:g003908:G001297145:AK827_RS01640__WP_032503498.1_1	g003908	3908	267747.PPA1218	4.80E-104	382.5	METW			Methionine biosynthesis protein MetW
pacnes16:g003512:G000521445:JCM18920_831__GAE79275.1_1	g003512	3512	267747.PPA1114	7.50E-97	358.6	GLGE	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0008150,GO:0008152,GO:0016020,GO:0016740,GO:0016757,GO:0016758,GO:0040007,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	"K01176,K16147"	"Maltosyltransferase that uses maltose 1-phosphate (M1P) as the sugar donor to elongate linear or branched alpha-(1- 4)- glucans. Is involved in a branched alpha-glucan biosynthetic pathway from trehalose, together with TreS, Mak and GlgB (By similarity)"
pacnes16:g000418:G000144465:HMPREF9599_RS0110595__pseudo_1	g000418	418	471874.PROSTU_04251	2.20E-19	101.3	GLPP		K02443	anti-terminator regulatory protein
pacnes16:g002460:G000521385:JCM18909_2733__GAE69508.1_1	g002460	2460	267747.PPA2172	1.50E-105	387.5	NPDA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K12410	NAD-dependent protein deacetylase which modulates the activities of several enzymes which are inactive in their acetylated form. May also have NAD-dependent lysine demalonylase and desuccinylase activity (By similarity)
pacnes16:g002000:G000252385:TICEST70_RS0111250__pseudo_1	g002000	2000	321955.BlinB_010200012975	3.00E-10	70.5			K02016	Periplasmic binding protein
pacnes16:g000956:G000144895:HMPREF9578_RS05850__pseudo_1	g000956	956	471874.PROSTU_04251	1.60E-19	101.7	GLPP		K02443	anti-terminator regulatory protein
pacnes16:g000388:G000144385:HMPREF9595_RS05930__WP_002517132.1_1	g000388	388	267747.PPA0314	1.00E-122	444.5				
pacnes16:g001349:G000178055:HMPREF9207_RS05795__WP_002516020.1_1	g001349	1349	1051006.HMPREF1162_2026	3.00E-114	416.4	RPLE	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0022613,GO:0034645,GO:0040007,GO:0042254,GO:0043170,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071840,GO:0071944,GO:1901576"	K02931	"This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits"
pacnes16:g003627:G000735055:PAST2_RS04030__WP_002513037.1_1	g003627	3627	267747.PPA0314	1.10E-119	434.5				
pacnes16:g002681:G000521385:JCM18909_870__GAE67787.1_1	g002681	2681	267747.PPA2083	1.50E-100	370.9			K16926	Hypothetical bacterial integral membrane protein (Trep_Strep)
pacnes16:g002317:G000521385:JCM18909_1234__GAE68117.1_1	g002317	2317	267747.PPA1463	6.60E-77	292.4	COAD	"GO:0003674,GO:0003824,GO:0004595,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006139,GO:0006163,GO:0006164,GO:0006461,GO:0006725,GO:0006732,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009108,GO:0009116,GO:0009117,GO:0009119,GO:0009150,GO:0009152,GO:0009163,GO:0009165,GO:0009259,GO:0009260,GO:0009987,GO:0015936,GO:0015937,GO:0016043,GO:0016740,GO:0016772,GO:0016779,GO:0018130,GO:0019438,GO:0019637,GO:0019693,GO:0022607,GO:0033865,GO:0033866,GO:0033875,GO:0034030,GO:0034032,GO:0034033,GO:0034214,GO:0034641,GO:0034654,GO:0042278,GO:0042451,GO:0042455,GO:0043933,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044271,GO:0044281,GO:0044424,GO:0044464,GO:0044710,GO:0046128,GO:0046129,GO:0046390,GO:0046483,GO:0051186,GO:0051188,GO:0051259,GO:0055086,GO:0065003,GO:0070271,GO:0070566,GO:0071704,GO:0071822,GO:0071840,GO:0072521,GO:0072522,GO:0090407,GO:1901135,GO:1901137,GO:1901293,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901657,GO:1901659"	K00954	"Reversibly transfers an adenylyl group from ATP to 4'- phosphopantetheine, yielding dephospho-CoA (dPCoA) and pyrophosphate (By similarity)"
pacnes16:g002853:G000521405:JCM18916_3296__GAE73743.1_1	g002853	2853	267747.PPA0039	1.30E-109	401				SAF domain protein
pacnes16:g001068:G000145135:HMPREF9579_RS03555__WP_002517941.1_1	g001068	1068	267747.PPA1125	2.70E-115	419.9				
pacnes16:g003137:G000521425:JCM18918_4287__GAE78332.1_1	g003137	3137	267747.PPA1825	2.40E-71	273.9	RPLQ	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0016020,GO:0019538,GO:0030312,GO:0034645,GO:0043170,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044464,GO:0071704,GO:0071944,GO:1901576"	K02879	50S ribosomal protein l17
pacnes16:g002510:G000521385:JCM18909_3207__GAE69937.1_1	g002510	2510	267747.PPA1398	2.30E-82	310.5	BION		"K16783,K16785"	Cobalt transport protein
pacnes16:g002513:G000521385:JCM18909_3283__GAE70005.1_1	g002513	2513	267747.PPA2146	5.90E-110	402.1	PGDA	"GO:0005575,GO:0005576,GO:0005618,GO:0005623,GO:0030312,GO:0044464,GO:0071944"		Polysaccharide deacetylase
pacnes16:g002532:G000521385:JCM18909_3438__GAE70142.1_1	g002532	2532	267747.PPA2333	1.80E-111	407.1	UIDA	"GO:0003674,GO:0003824,GO:0004553,GO:0004566,GO:0005975,GO:0006082,GO:0008150,GO:0008152,GO:0009056,GO:0009987,GO:0016052,GO:0016054,GO:0016137,GO:0016139,GO:0016787,GO:0016798,GO:0019389,GO:0019391,GO:0019752,GO:0043436,GO:0044237,GO:0044238,GO:0044248,GO:0044262,GO:0044275,GO:0044281,GO:0044282,GO:0044710,GO:0044712,GO:0044723,GO:0044724,GO:0046395,GO:0071704,GO:1901135,GO:1901136,GO:1901575,GO:1901657,GO:1901658"	"K01190,K01195"	beta-glucuronidase
pacnes16:g000366:G000144345:HMPREF9596_RS09595__WP_002515835.1_1	g000366	366	267747.PPA0011	8.40E-109	398.3	SCLAV_2918			integral membrane protein
pacnes16:g001140:G000145175:HMPREF9616_RS04975__WP_002518120.1_1	g001140	1140	267747.PPA0556	7.80E-123	444.9	MSRA	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0008113,GO:0008150,GO:0008152,GO:0009987,GO:0016491,GO:0016667,GO:0016671,GO:0019538,GO:0030091,GO:0043170,GO:0044237,GO:0044238,GO:0044260,GO:0044267,GO:0044424,GO:0044444,GO:0044464,GO:0044710,GO:0055114,GO:0071704"	K07304	Has an important function as a repair enzyme for proteins that have been inactivated by oxidation. Catalyzes the reversible oxidation-reduction of methionine sulfoxide in proteins to methionine (By similarity)
pacnes16:g001202:G000145335:HMPREF9573_RS08860__WP_002515883.1_1	g001202	1202	267747.PPA0070	1.40E-108	397.5				Tet-R family transcriptional regulator
pacnes16:g000721:G000144795:HMPREF9587_RS03840__WP_002515016.1_1	g000721	721	765123.HMPREF9621_00424	2.80E-96	356.7	HRRA			regulator
pacnes16:g001909:G000231215:TIIST44_RS08165__WP_002521536.1_1	g001909	1909	267747.PPA1267	7.90E-99	365.2				DoxX family
pacnes16:g000251:G000144245:HMPREF9572_RS10470__WP_002516003.1_1	g000251	251	267747.PPA1727	4.90E-117	425.6	DNAQ		K02342	DNA polymerase III
pacnes16:g003458:G000521445:JCM18920_3542__GAE81743.1_1	g003458	3458	267747.PPA2225	7.00E-47	192.6	FTN		K02217	"Ferritin, Dps family protein"
pacnes16:g003975:G001297145:AK827_RS07210__WP_054175454.1_1	g003975	3975	979556.MTES_0493	6.20E-11	73.2				
pacnes16:g003528:G000521445:JCM18920_993__GAE79424.1_1	g003528	3528	1051006.HMPREF1162_1273	3.10E-47	193.7			K00700	"Alpha amylase, catalytic domain"
pacnes16:g000506:G000144485:HMPREF9581_RS08710__WP_002512871.1_1	g000506	506	267747.PPA0156	1.80E-103	380.6	YKOE	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"	K16925	ABC transporter (Permease)
pacnes16:g000982:G000144895:HMPREF9578_RS09200__WP_002514607.1_1	g000982	982	1051006.HMPREF1162_1252	7.30E-105	385.2	CASF		K19046	CRISPR-associated protein
pacnes16:g002576:G000521385:JCM18909_3744__GAE70426.1_1	g002576	2576	267747.PPA1270	1.70E-77	294.3				"peptidase S10, serine carboxypeptidase"
pacnes16:g004003:G001297145:AK827_RS09395__WP_032503551.1_1	g004003	4003	267747.PPA2130	2.60E-110	403.3	SANA	"GO:0005575,GO:0005623,GO:0005886,GO:0008150,GO:0016020,GO:0016021,GO:0031224,GO:0042221,GO:0042493,GO:0044425,GO:0044464,GO:0050896,GO:0071944"	K03748	integral membrane protein
pacnes16:g002689:G000521385:JCM18909_958__GAE67867.1_1	g002689	2689	267747.PPA2028	3.20E-108	396.4				regulator
pacnes16:g001175:G000145335:HMPREF9573_RS0111820__pseudo_1	g001175	1175	267747.PPA1280	1.30E-30	137.1			K03496	plasmid partition protein ParA
pacnes16:g001175:G000145335:HMPREF9573_RS0111820__pseudo_2	g001175	1175	267747.PPA1280	9.90E-69	264.6			K03496	plasmid partition protein ParA
pacnes16:g002959:G000521425:JCM18918_1161__GAE75456.1_1	g002959	2959	765123.HMPREF9621_00773	1.20E-14	85.5	HTAA			domain protein
pacnes16:g001538:G000194865:HMPREF9341_RS05790__WP_002521377.1_1	g001538	1538	446468.Ndas_2801	3.40E-09	67.4				Transcriptional regulator
pacnes16:g002422:G000521385:JCM18909_2357__GAE69166.1_1	g002422	2422	267747.PPA1829	1.50E-41	174.9	RPSM	"GO:0003674,GO:0003735,GO:0005198,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005840,GO:0005886,GO:0006412,GO:0008150,GO:0008152,GO:0009058,GO:0009059,GO:0009987,GO:0010467,GO:0015935,GO:0016020,GO:0019538,GO:0022613,GO:0022626,GO:0022627,GO:0030529,GO:0032991,GO:0034645,GO:0042254,GO:0043170,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044085,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044267,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044445,GO:0044446,GO:0044464,GO:0071704,GO:0071840,GO:0071944,GO:1901576"	K02952	"Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits"
pacnes16:g001502:G000194865:HMPREF9341_RS0110925__WP_032508509.1_1	g001502	1502	1051006.HMPREF1162_1613	9.40E-20	102.4				
pacnes16:g003601:G000735055:PAST2_RS01020__WP_002514751.1_1	g003601	3601	267747.PPA1748	3.90E-106	389.4	PURN	"GO:0000287,GO:0003674,GO:0005488,GO:0006082,GO:0006520,GO:0006575,GO:0006725,GO:0006732,GO:0006760,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0019752,GO:0042558,GO:0043167,GO:0043169,GO:0043436,GO:0044237,GO:0044238,GO:0044281,GO:0044710,GO:0046483,GO:0046653,GO:0046872,GO:0051186,GO:0071704,GO:1901360,GO:1901564,GO:1901605"	K11175	phosphoribosylglycinamide formyltransferase
pacnes16:g001841:G000221125:HMPREF9205_RS02770__WP_002518526.1_1	g001841	1841	267747.PPA2308	3.60E-120	436	ABFA	"GO:0000272,GO:0003674,GO:0003824,GO:0004553,GO:0005575,GO:0005576,GO:0005975,GO:0005976,GO:0005996,GO:0008150,GO:0008152,GO:0009056,GO:0009057,GO:0010393,GO:0016052,GO:0016787,GO:0016798,GO:0019321,GO:0019566,GO:0043170,GO:0044238,GO:0044723,GO:0045488,GO:0045490,GO:0046556,GO:0071704,GO:1901575"	K01209	Alpha-N-arabinofuranosidase (EC 3.2.1.55)
pacnes16:g000089:G000144025:HMPREF9613_RS03805__WP_002513638.1_1	g000089	89	267747.PPA1078	3.60E-112	409.5	PGSA1	"GO:0003674,GO:0003824,GO:0003881,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0030312,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044464,GO:0044710,GO:0045017,GO:0046474,GO:0046486,GO:0071704,GO:0071944,GO:0090407,GO:1901576"	"K00995,K00999"	CDP-alcohol phosphatidyltransferase
pacnes16:g002144:G000376705:PAGK_RS09535__WP_002530650.1_1	g002144	2144	267747.PPA1911	3.40E-102	376.3			"K02028,K02065,K16786,K16787"	"ABC transporter, (ATP-binding protein)"
pacnes16:g003010:G000521425:JCM18918_2186__GAE76397.1_1	g003010	3010	267747.PPA2328	1.70E-106	390.6	UXAB		"K00040,K00041"	Mannitol dehydrogenase
pacnes16:g001568:G000194865:HMPREF9341_RS08670__WP_002512788.1_1	g001568	1568	101510.RHA1_ro07230	1.70E-21	108.2				
pacnes16:g003629:G000735055:PAST2_RS04115__WP_032502345.1_1	g003629	3629	269800.Tfu_0812	8.10E-56	222.2	MACB		K02003	abc transporter
pacnes16:g003310:G000521445:JCM18920_2090__GAE80413.1_1	g003310	3310	267747.PPA0200	1.80E-79	300.8				YD repeat protein
pacnes16:g002396:G000521385:JCM18909_2076__GAE68904.1_1	g002396	2396	267747.PPA0221	3.80E-53	213.4	SCLAV_2568	"GO:0003674,GO:0003676,GO:0003677,GO:0005488,GO:0008150,GO:0010565,GO:0019216,GO:0019217,GO:0019222,GO:0031323,GO:0043254,GO:0044087,GO:0050789,GO:0050794,GO:0051128,GO:0065007,GO:0080090,GO:0090034,GO:0097159,GO:1901363"		endoribonuclease L-psp
pacnes16:g002158:G000472405:B148_RS01000000112140__pseudo_1	g002158	2158	267747.PPA0416	1.20E-39	167.5	TCSR2		K07693	response regulator
pacnes16:g002158:G000472405:B148_RS01000000112140__pseudo_2	g002158	2158	267747.PPA0416	4.60E-50	202.2	TCSR2		K07693	response regulator
pacnes16:g001694:G000203995:HMPREF9343_RS0111760__pseudo_1	g001694	1694	106370.Francci3_3431	3.30E-46	189.9	MT2862	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0030312,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K07450	resolvase
pacnes16:g002171:G000472405:B148_RS0103335__WP_002517154.1_1	g002171	2171	267747.PPA0283	3.80E-114	416	KIPI		"K01457,K06351,K06942"	"Allophanate hydrolase, subunit 1"
pacnes16:g003545:G000709495:TIA1EST1_RS05740__WP_002516582.1_1	g003545	3545	267747.PPA1154	2.40E-108	396.7	HISB	"GO:0000105,GO:0003674,GO:0003824,GO:0004401,GO:0004424,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006082,GO:0006520,GO:0006547,GO:0006725,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0008652,GO:0009058,GO:0009987,GO:0016053,GO:0016311,GO:0016787,GO:0016788,GO:0016791,GO:0016829,GO:0016835,GO:0016836,GO:0018130,GO:0019438,GO:0019752,GO:0034641,GO:0040007,GO:0042578,GO:0043436,GO:0044237,GO:0044238,GO:0044249,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046394,GO:0046483,GO:0052803,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576,GO:1901605,GO:1901607"	"K01089,K01693"	imidazoleglycerol-phosphate dehydratase
pacnes16:g001220:G000145435:HMPREF9584_RS03610__WP_002524050.1_1	g001220	1220	267747.PPA1205	8.50E-106	388.3				Tet-R family transcriptional regulator
pacnes16:g003636:G000735055:PAST2_RS04515__WP_002528905.1_1	g003636	3636	765123.HMPREF9621_02293	1.80E-108	397.1	TCSR2		K07693	response regulator
pacnes16:g003537:G000709495:TIA1EST1_RS01510__WP_002517099.1_1	g003537	3537	267747.PPA0291	5.20E-111	405.6				
pacnes16:g000457:G000144465:HMPREF9599_RS05975__WP_002514319.1_1	g000457	457	525245.HMPREF0044_1326	4.80E-40	169.9	NUCH	"GO:0003674,GO:0003824,GO:0004518,GO:0005575,GO:0005623,GO:0006139,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009987,GO:0016787,GO:0016788,GO:0030288,GO:0030312,GO:0030313,GO:0031975,GO:0034641,GO:0042597,GO:0043170,GO:0044237,GO:0044238,GO:0044462,GO:0044464,GO:0046483,GO:0071704,GO:0071944,GO:0090304,GO:0090305,GO:1901360"	"K01081,K07004"	endonuclease exonuclease phosphatase
pacnes16:g000009:G000008345:PPA_RS02585__WP_002518799.1_1	g000009	9	267747.PPA0506	3.10E-116	422.9				
pacnes16:g002401:G000521385:JCM18909_2105__GAE68930.1_1	g002401	2401	267747.PPA0207	2.30E-90	337	SCLAV_2989			Transcriptional regulator
pacnes16:g002660:G000521385:JCM18909_710__GAE67637.1_1	g002660	2660	267747.PPA1774	6.50E-106	388.7				
pacnes16:g001857:G000221125:HMPREF9205_RS07410__WP_002516575.1_1	g001857	1857	267747.PPA1155	1.80E-111	407.1	HISH	"GO:0005575,GO:0005618,GO:0005622,GO:0005623,GO:0005737,GO:0008150,GO:0030312,GO:0040007,GO:0044424,GO:0044464,GO:0071944"	K02501	"IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR (By similarity)"
pacnes16:g000365:G000144345:HMPREF9596_RS08990__WP_002515799.1_1	g000365	365	267747.PPA0134	6.90E-116	421.8	WBPD		K13018	acetyltransferase
pacnes16:g002116:G000302515:PAC1_RS09210__WP_002516078.1_1	g002116	2116	267747.PPA1818	1.00E-119	434.5	SODA	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0044424,GO:0044464"	K04564	Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity)
pacnes16:g001605:G000194905:HMPREF9344_RS01380__WP_002523979.1_1	g001605	1605	267747.PPA1098	2.20E-106	390.2	HSCA			molecular chaperone
pacnes16:g003482:G000521445:JCM18920_511__GAE78975.1_1	g003482	3482	267747.PPA0908	3.90E-111	406	RV1337	"GO:0005575,GO:0005623,GO:0005886,GO:0016020,GO:0044464,GO:0071944"		Rhomboid family
pacnes16:g002553:G000521385:JCM18909_3613__GAE70305.1_1	g002553	2553	267747.PPA0428	2.20E-77	293.9			K07133	Inherit from bactNOG: ATPase (AAA
pacnes16:g000539:G000144505:HMPREF9563_RS05755__WP_002519613.1_1	g000539	539	267747.PPA1751	4.10E-108	396	RIBE	"GO:0000906,GO:0003674,GO:0003824,GO:0004746,GO:0006766,GO:0006767,GO:0006771,GO:0006807,GO:0008150,GO:0008152,GO:0009058,GO:0009110,GO:0009231,GO:0009987,GO:0016740,GO:0016765,GO:0016853,GO:0016866,GO:0016867,GO:0018130,GO:0034641,GO:0042364,GO:0042726,GO:0042727,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044710,GO:0044711,GO:0046483,GO:0051186,GO:0051188,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K00793	"riboflavin synthase, subunit alpha"
pacnes16:g003550:G000709495:TIA1EST1_RS08275__WP_002516155.1_1	g003550	3550	267747.PPA1673	2.40E-108	396.7	RDGB	"GO:0000287,GO:0003674,GO:0003824,GO:0005488,GO:0006139,GO:0006725,GO:0006753,GO:0006793,GO:0006796,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009141,GO:0009143,GO:0009987,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0019439,GO:0019637,GO:0034641,GO:0034655,GO:0043167,GO:0043169,GO:0044237,GO:0044238,GO:0044248,GO:0044270,GO:0044281,GO:0044710,GO:0046434,GO:0046483,GO:0046700,GO:0046872,GO:0047429,GO:0055086,GO:0071704,GO:1901292,GO:1901360,GO:1901361,GO:1901575"	"K02428,K03742"	"Pyrophosphatase that hydrolyzes non-canonical purine nucleotides such as XTP and ITP dITP to their respective monophosphate derivatives. Might exclude non-canonical purines from DNA precursor pool, thus preventing their incorporation into DNA and avoiding chromosomal lesions (By similarity)"
pacnes16:g000091:G000144025:HMPREF9613_RS04165__WP_002517845.1_1	g000091	91	267747.PPA1007	1.00E-106	391.3	PGSA	"GO:0003674,GO:0003824,GO:0005575,GO:0005618,GO:0005623,GO:0005886,GO:0006629,GO:0006644,GO:0006650,GO:0006793,GO:0006796,GO:0008150,GO:0008152,GO:0008444,GO:0008610,GO:0008654,GO:0009058,GO:0009987,GO:0016020,GO:0016021,GO:0016740,GO:0016772,GO:0016780,GO:0017169,GO:0019637,GO:0030312,GO:0031224,GO:0040007,GO:0044237,GO:0044238,GO:0044249,GO:0044255,GO:0044425,GO:0044464,GO:0044710,GO:0045017,GO:0046474,GO:0046486,GO:0071704,GO:0071944,GO:0090407,GO:1901576"	"K00995,K08744"	cdp-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase
pacnes16:g002284:G000496915:H498_RS08530__WP_002515069.1_1	g002284	2284	267747.PPA0437	8.70E-119	431.4	COBO	"GO:0003674,GO:0003824,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006725,GO:0006766,GO:0006767,GO:0006807,GO:0008150,GO:0008152,GO:0008817,GO:0009058,GO:0009110,GO:0009235,GO:0009236,GO:0009987,GO:0016740,GO:0016765,GO:0018130,GO:0019250,GO:0019438,GO:0033013,GO:0033014,GO:0034641,GO:0042364,GO:0044237,GO:0044249,GO:0044271,GO:0044281,GO:0044283,GO:0044424,GO:0044464,GO:0044710,GO:0044711,GO:0046483,GO:0071704,GO:1901360,GO:1901362,GO:1901564,GO:1901566,GO:1901576"	K19221	"Cob(I)yrinic acid a,c-diamide adenosyltransferase"
pacnes16:g000773:G000144815:HMPREF9576_RS06355__WP_002525931.1_1	g000773	773	267747.PPA0534	6.30E-109	398.7				
pacnes16:g002434:G000521385:JCM18909_2446__GAE69250.1_1	g002434	2434	267747.PPA2242	2.90E-45	187.2				Heavy-metal-associated domain
pacnes16:g002560:G000521385:JCM18909_3658__GAE70344.1_1	g002560	2560	267747.PPA2259	6.30E-101	372.1	DINF		K03327	Mate efflux family protein
pacnes16:g001503:G000194865:HMPREF9341_RS0110935__WP_032499736.1_1	g001503	1503	1051006.HMPREF1162_1621	1.60E-104	384				
pacnes16:g002971:G000521425:JCM18918_1439__GAE75714.1_1	g002971	2971	267747.PPA0594	8.40E-114	414.8			K01048	Putative lysophospholipase
pacnes16:g000799:G000144835:HMPREF9574_RS00365__WP_002517491.1_1	g000799	799	267747.PPA2349	3.10E-100	369.8	JAG	"GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005886,GO:0016020,GO:0044424,GO:0044444,GO:0044464,GO:0071944"	K06346	Single-stranded nucleic acid binding R3H domain-containing protein
